2012-01-01,0
2012-01-02,1428665.98
2012-01-03,1959110.61
2012-01-04,1835208.9100000001
2012-01-05,1826139.51
2012-01-06,1840990.47
2012-01-07,1083808.88
2012-01-08,0
2012-01-09,2052910.07
2012-01-10,1807594.6099999999
2012-01-11,1552148.35
2012-01-12,1503813.3
2012-01-13,1475408.72
2012-01-14,1083851.84
2012-01-15,0
2012-01-16,1920174.03
2012-01-17,1724881.9300000002
2012-01-18,1507684.47
2012-01-19,1483362.77
2012-01-20,1567566.65
2012-01-21,1119729.73
2012-01-22,0
2012-01-23,1955256.24
2012-01-24,1920812.9
2012-01-25,2666616.99
2012-01-26,1768827.62
2012-01-27,1811325.53
2012-01-28,1183735.82
2012-01-29,0
2012-01-30,2302380.75
2012-01-31,1867149.98
2012-02-01,1687726.52
2012-02-02,1670078.87
2012-02-03,1765882.8399999999
2012-02-04,1169055.45
2012-02-05,0
2012-02-06,2150675.62
2012-02-07,1699493
2012-02-08,1706917.8
2012-02-09,1577375.13
2012-02-10,1658767.49
2012-02-11,1176009.42
2012-02-12,800365.27
2012-02-13,2082260.11
2012-02-14,1749215.88
2012-02-15,1609626.23
2012-02-16,1589332.08
2012-02-17,1473652.03
2012-02-18,1024013.76
2012-02-19,0
2012-02-20,1844702.5699999998
2012-02-21,1728515.2
2012-02-22,1637480.78
2012-02-23,1659041.8900000001
2012-02-24,2332279.49
2012-02-25,1100159.47
2012-02-26,0
2012-02-27,2475905
2012-02-28,2020675.03
2012-02-29,1813695.67
2012-03-01,1658382.23
2012-03-02,1703947.25
2012-03-03,1145985.78
2012-03-04,800487
2012-03-05,2235611.84
2012-03-06,1932570.31
2012-03-07,1817197.3
2012-03-08,1540432.28
2012-03-09,1618267.23
2012-03-10,1136385.48
2012-03-11,0
2012-03-12,2141782.2
2012-03-13,1953999.14
2012-03-14,1679778.71
2012-03-15,1574888.56
2012-03-16,1517184.75
2012-03-17,999842.52
2012-03-18,0
2012-03-19,1814969.4100000001
2012-03-20,1576851.1400000001
2012-03-21,1521776.1400000001
2012-03-22,1582109.0699999998
2012-03-23,1729235.3199999998
2012-03-24,1079611.57
2012-03-25,0
2012-03-26,2720251.77
2012-03-27,1945014
2012-03-28,1787675.15
2012-03-29,1700375.87
2012-03-30,1903294.38
2012-03-31,1207940.23
2012-04-01,0
2012-04-02,2038367.32
2012-04-03,1961208.17
2012-04-04,1438144.7
2012-04-05,0
2012-04-06,0
2012-04-07,905069.24
2012-04-08,0
2012-04-09,2148895.46
2012-04-10,2166630
2012-04-11,1755992.94
2012-04-12,1723035.19
2012-04-13,1690374.83
2012-04-14,1160195.34
2012-04-15,0
2012-04-16,2030758.73
2012-04-17,1740417.72
2012-04-18,1595851.51
2012-04-19,1503783.8399999999
2012-04-20,1518984.87
2012-04-21,1088067.57
2012-04-22,0
2012-04-23,2129244.76
2012-04-24,2589748.48
2012-04-25,1634252.4300000002
2012-04-26,1754350.55
2012-04-27,1891044.56
2012-04-28,1176484.44
2012-04-29,800620
2012-04-30,2630785.5700000003
2012-05-01,846535
2012-05-02,1987000.11
2012-05-03,1988338.15
2012-05-04,1921698.9
2012-05-05,1297599.34
2012-05-06,0
2012-05-07,2298830.01
2012-05-08,1955578.16
2012-05-09,1751806.1400000001
2012-05-10,1455365.7
2012-05-11,1568445.73
2012-05-12,1166601.18
2012-05-13,0
2012-05-14,2014031.35
2012-05-15,1670032.19
2012-05-16,1588211.4
2012-05-17,1442215.22
2012-05-18,1470873.04
2012-05-19,1092724.31
2012-05-20,800252
2012-05-21,1983731.7
2012-05-22,1646598.37
2012-05-23,1604887.8599999999
